Temporada,Ronda,Wk,Dia,Fecha,Hora,Local,Resultado,Visitante,Público,Evento,Árbitro,Reporte,Notas
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2011-2012,Round of 16,,Tue,2012-03-06,,Benficapt,2–0,ruZenit,,Estádio do Sport Lisboa e Benfica,Howard Webb,Match Report,Leg 2 of 2; Benfica won
2011-2012,Round of 16,,Wed,2012-03-07,,APOEL FCcy,(4)1–0(3),frLyon,,GSP Stadium,Undiano Mallenco,Match Report,Leg 2 of 2; APOEL FC won; APOEL FC won on penalty kicks following extra time
2011-2012,Round of 16,,Wed,2012-03-07,,Barcelonaes,7–1,deLeverkusen,,Camp Nou,Svein Oddvar Moen,Match Report,Leg 2 of 2; Barcelona won
2011-2012,Round of 16,,Tue,2012-03-13,,Bayern Munichde,7–0,chBasel,,Fußball Arena München,Mark Clattenburg,Match Report,Leg 2 of 2; Bayern Munich won
2011-2012,Round of 16,,Tue,2012-03-13,,Interit,2–1,frMarseille,,Stadio Giuseppe Meazza,Pedro Proença,Match Report,Leg 2 of 2; Marseille won
2011-2012,Round of 16,,Wed,2012-03-14,,Real Madrides,4–1,ruCSKA Moscow,,Estadio Santiago Bernabéu,Stéphane Lannoy,Match Report,Leg 2 of 2; Real Madrid won
2011-2012,Round of 16,,Wed,2012-03-14,,Chelseaeng,4–1,itNapoli,,Stamford Bridge,Felix Brych,Match Report,Leg 2 of 2; Chelsea won; Required Extra Time
2011-2012,Quarter-finals,,Tue,2012-03-27,,APOEL FCcy,0–3,esReal Madrid,,GSP Stadium,Felix Brych,Match Report,Leg 1 of 2
2011-2012,Quarter-finals,,Tue,2012-03-27,,Benficapt,0–1,engChelsea,,Estádio do Sport Lisboa e Benfica,Paolo Tagliavento,Match Report,Leg 1 of 2
2011-2012,Quarter-finals,,Wed,2012-03-28,,Milanit,0–0,esBarcelona,,Stadio Giuseppe Meazza,Jonas Eriksson,Match Report,Leg 1 of 2
2011-2012,Quarter-finals,,Wed,2012-03-28,,Marseillefr,0–2,deBayern Munich,,Stade Vélodrome,Velasco Carballo,Match Report,Leg 1 of 2
2011-2012,Quarter-finals,,Tue,2012-04-03,,Barcelonaes,3–1,itMilan,,Camp Nou,Björn Kuipers,Match Report,Leg 2 of 2; Barcelona won
2011-2012,Quarter-finals,,Tue,2012-04-03,,Bayern Munichde,2–0,frMarseille,,Fußball Arena München,Svein Oddvar Moen,Match Report,Leg 2 of 2; Bayern Munich won
2011-2012,Quarter-finals,,Wed,2012-04-04,,Chelseaeng,2–1,ptBenfica,,Stamford Bridge,Damir Skomina,Match Report,Leg 2 of 2; Chelsea won
2011-2012,Quarter-finals,,Wed,2012-04-04,,Real Madrides,5–2,cyAPOEL FC,,Estadio Santiago Bernabéu,Gianluca Rocchi,Match Report,Leg 2 of 2; Real Madrid won
2011-2012,Semi-finals,,Tue,2012-04-17,,Bayern Munichde,2–1,esReal Madrid,,Fußball Arena München,Howard Webb,Match Report,Leg 1 of 2
2011-2012,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2011-2012,Semi-finals,,Wed,2012-04-18,,Chelseaeng,1–0,esBarcelona,,Stamford Bridge,Felix Brych,Match Report,Leg 1 of 2
2011-2012,Semi-finals,,Tue,2012-04-24,,Barcelonaes,2–2,engChelsea,,Camp Nou,Cüneyt Çakır,Match Report,Leg 2 of 2; Chelsea won
2011-2012,Semi-finals,,Wed,2012-04-25,,Real Madrides,(1)2–1(3),deBayern Munich,,Estadio Santiago Bernabéu,Viktor Kassai,Match Report,Leg 2 of 2; Bayern Munich won; Bayern Munich won on penalty kicks following extra time
2011-2012,Final,,Sat,2012-05-19,,Bayern Munichde,(3)1–1(4),engChelsea,,Fußball Arena München (Neutral Site),Pedro Proença,Match Report,Chelsea won on penalty kicks following extra time
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2010-2011,Group stage,1,Tue,2010-09-14,,Lyonfr,1–0,deSchalke 04,,Stade de Gerland,Ivan Bebek,Match Report,
2010-2011,Group stage,1,Tue,2010-09-14,,Manchester Utdeng,0–0,sctRangers,,Old Trafford,Olegário Benquerença,Match Report,
2010-2011,Group stage,1,Tue,2010-09-14,,Bursasportr,0–4,esValencia,,Bursa Atatürk,Svein Oddvar Moen,Match Report,
2010-2011,Group stage,1,Tue,2010-09-14,,Benficapt,2–0,ilHapoel Tel Aviv,,Estádio do Sport Lisboa e Benfica,Aleksei Nikolaev,Match Report,
2010-2011,Group stage,1,Tue,2010-09-14,,FC Copenhagendk,1–0,ruRubin Kazan,,Telia Parken,Thomas Einwaller,Match Report,
2010-2011,Group stage,1,Tue,2010-09-14,,Barcelonaes,5–1,grPanathinaikos,,Camp Nou,Nicola Rizzoli,Match Report,
2010-2011,Group stage,1,Tue,2010-09-14,,Twentenl,2–2,itInter,,FC Twente Stadion,Pedro Proença,Match Report,
2010-2011,Group stage,1,Tue,2010-09-14,,Werder Bremende,2–2,engTottenham,,Weserstadion,Massimo Busacca,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,Arsenaleng,6–0,ptBraga,,Arsenal Stadium,Alain Hamer,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,Real Madrides,2–0,nlAjax,,Estadio Santiago Bernabéu,Damir Skomina,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,Shakhtarua,1–0,rsPartizan,,Donbass Arena,Velasco Carballo,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,MŠK Žilinask,1–4,engChelsea,,Štadión MŠK Žilina,Björn Kuipers,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,Marseillefr,0–1,ruSpartak Moscow,,Stade Vélodrome,Florian Meyer,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,Bayern Munichde,2–0,itRoma,,Fußball Arena München,Stéphane Lannoy,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,Milanit,2–0,frAuxerre,,Stadio Giuseppe Meazza,Cristian Balaj,Match Report,
2010-2011,Group stage,1,Wed,2010-09-15,,CFR Clujro,2–1,chBasel,,Stadionul Dr. Constantin Rădulescu,Alan Kelly,Match Report,
2010-2011,,,,,,,,,,,,,
2010-2011,Group stage,2,Tue,2010-09-28,,Baselch,1–2,deBayern Munich,,St. Jakob,Craig Thomson,Match Report,
2010-2011,Group stage,2,Tue,2010-09-28,,Chelseaeng,2–0,frMarseille,,Stamford Bridge,Frank de Bleeckere,Match Report,
2010-2011,Group stage,2,Tue,2010-09-28,,Bragapt,0–3,uaShakhtar,,Estádio Municipal de Braga,Kevin Blom,Match Report,
2010-2011,Group stage,2,Tue,2010-09-28,,Ajaxnl,1–1,itMilan,,Amsterdam ArenA,Felix Brych,Match Report,
2010-2011,Group stage,2,Tue,2010-09-28,,Spartak Moscowru,3–0,skMŠK Žilina,,Stadion Luzhniki,Martin Hansson,Match Report,
2010-2011,Group stage,2,Tue,2010-09-28,,Auxerrefr,0–1,esReal Madrid,,Stade Abbé,Claus Bo Larsen,Match Report,
2010-2011,Group stage,2,Tue,2010-09-28,,Partizanrs,1–3,engArsenal,,Stadion FK Partizan,Wolfgang Stark,Match Report,
2010-2011,Group stage,2,Tue,2010-09-28,,Romait,2–1,roCFR Cluj,,Stadio Olimpico,Jonas Eriksson,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Hapoel Tel Avivil,1–3,frLyon,,Bloomfield,Howard Webb,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Rubin Kazanru,1–1,esBarcelona,,Centralniy Stadion,Cüneyt Çakır,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Rangerssct,1–0,trBursaspor,,Ibrox Stadium,Serge Gumienny,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Panathinaikosgr,0–2,dkFC Copenhagen,,OAKA Spiros Louis,William Collum,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Tottenhameng,4–1,nlTwente,,White Hart Lane,Terje Hauge,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Interit,4–0,deWerder Bremen,,Stadio Giuseppe Meazza,Undiano Mallenco,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Schalke 04de,2–0,ptBenfica,,Arena AufSchalke,Gianluca Rocchi,Match Report,
2010-2011,Group stage,2,Wed,2010-09-29,,Valenciaes,0–1,engManchester Utd,,Estadi de Mestalla,Viktor Kassai,Match Report,
2010-2011,,,,,,,,,,,,,
2010-2011,Group stage,3,Tue,2010-10-19,,Arsenaleng,5–1,uaShakhtar,,Arsenal Stadium,Svein Oddvar Moen,Match Report,
2010-2011,Group stage,3,Tue,2010-10-19,,Marseillefr,1–0,skMŠK Žilina,,Stade Vélodrome,István Vad,Match Report,
2010-2011,Group stage,3,Tue,2010-10-19,,Real Madrides,2–0,itMilan,,Estadio Santiago Bernabéu,Pedro Proença,Match Report,
2010-2011,Group stage,3,Tue,2010-10-19,,Spartak Moscowru,0–2,engChelsea,,Stadion Luzhniki,Velasco Carballo,Match Report,
2010-2011,Group stage,3,Tue,2010-10-19,,Bragapt,2–0,rsPartizan,,Estádio Municipal de Braga,Laurent Duhamel,Match Report,
2010-2011,Group stage,3,Tue,2010-10-19,,Ajaxnl,2–1,frAuxerre,,Amsterdam ArenA,Olegário Benquerença,Match Report,
2010-2011,Group stage,3,Tue,2010-10-19,,Romait,1–3,chBasel,,Stadio Olimpico,Aleksei Nikolaev,Match Report,
2010-2011,Group stage,3,Tue,2010-10-19,,Bayern Munichde,3–2,roCFR Cluj,,Fußball Arena München,Martin Atkinson,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Barcelonaes,2–0,dkFC Copenhagen,,Camp Nou,Stéphane Lannoy,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Lyonfr,2–0,ptBenfica,,Stade de Gerland,Undiano Mallenco,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Schalke 04de,3–1,ilHapoel Tel Aviv,,Arena AufSchalke,William Collum,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Interit,4–3,engTottenham,,Stadio Giuseppe Meazza,Damir Skomina,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Manchester Utdeng,1–0,trBursaspor,,Old Trafford,Gianluca Rocchi,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Panathinaikosgr,0–0,ruRubin Kazan,,OAKA Spiros Louis,Manuel Gräfe,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Twentenl,1–1,deWerder Bremen,,FC Twente Stadion,Claus Bo Larsen,Match Report,
2010-2011,Group stage,3,Wed,2010-10-20,,Rangerssct,1–1,esValencia,,Ibrox Stadium,Nicola Rizzoli,Match Report,
2010-2011,,,,,,,,,,,,,
2010-2011,Group stage,4,Tue,2010-11-02,,Bursasportr,0–3,engManchester Utd,,Bursa Atatürk,Wolfgang Stark,Match Report,
2010-2011,Group stage,4,Tue,2010-11-02,,Rubin Kazanru,0–0,grPanathinaikos,,Centralniy Stadion,Tony Chapron,Match Report,
2010-2011,Group stage,4,Tue,2010-11-02,,Werder Bremende,0–2,nlTwente,,Weserstadion,Alain Hamer,Match Report,
2010-2011,Group stage,4,Tue,2010-11-02,,FC Copenhagendk,1–1,esBarcelona,,Telia Parken,Cristian Balaj,Match Report,
2010-2011,Group stage,4,Tue,2010-11-02,,Hapoel Tel Avivil,0–0,deSchalke 04,,Bloomfield,Frank de Bleeckere,Match Report,
2010-2011,Group stage,4,Tue,2010-11-02,,Valenciaes,3–0,sctRangers,,Estadi de Mestalla,Felix Brych,Match Report,
2010-2011,Group stage,4,Tue,2010-11-02,,Tottenhameng,3–1,itInter,,White Hart Lane,Viktor Kassai,Match Report,
2010-2011,Group stage,4,Tue,2010-11-02,,Benficapt,4–3,frLyon,,Estádio do Sport Lisboa e Benfica,Craig Thomson,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,MŠK Žilinask,0–7,frMarseille,,Štadión MŠK Žilina,Stefan Johannesson,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,Chelseaeng,4–1,ruSpartak Moscow,,Stamford Bridge,Cüneyt Çakır,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,Shakhtarua,2–1,engArsenal,,Donbass Arena,Massimo Busacca,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,Milanit,2–2,esReal Madrid,,Stadio Giuseppe Meazza,Howard Webb,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,Partizanrs,0–1,ptBraga,,Stadion FK Partizan,Martin Hansson,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,Auxerrefr,2–1,nlAjax,,Stade Abbé,Mark Clattenburg,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,CFR Clujro,0–4,deBayern Munich,,Stadionul Dr. Constantin Rădulescu,Serge Gumienny,Match Report,
2010-2011,Group stage,4,Wed,2010-11-03,,Baselch,2–3,itRoma,,St. Jakob,Björn Kuipers,Match Report,
2010-2011,,,,,,,,,,,,,
2010-2011,Group stage,5,Tue,2010-11-23,,Auxerrefr,0–2,itMilan,,Stade Abbé,Damir Skomina,Match Report,
2010-2011,Group stage,5,Tue,2010-11-23,,Romait,3–2,deBayern Munich,,Stadio Olimpico,Undiano Mallenco,Match Report,
2010-2011,Group stage,5,Tue,2010-11-23,,Chelseaeng,2–1,skMŠK Žilina,,Stamford Bridge,Robert Schörgenhofer,Match Report,
2010-2011,Group stage,5,Tue,2010-11-23,,Bragapt,2–0,engArsenal,,Estádio Municipal de Braga,Viktor Kassai,Match Report,
2010-2011,Group stage,5,Tue,2010-11-23,,Partizanrs,0–3,uaShakhtar,,Stadion FK Partizan,Frank de Bleeckere,Match Report,
2010-2011,Group stage,5,Tue,2010-11-23,,Spartak Moscowru,0–3,frMarseille,,Stadion Luzhniki,Wolfgang Stark,Match Report,
2010-2011,Group stage,5,Tue,2010-11-23,,Baselch,1–0,roCFR Cluj,,St. Jakob,Laurent Duhamel,Match Report,
2010-2011,Group stage,5,Tue,2010-11-23,,Ajaxnl,0–4,esReal Madrid,,Amsterdam ArenA,Craig Thomson,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Valenciaes,6–1,trBursaspor,,Estadi de Mestalla,Bruno Paixão,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Panathinaikosgr,0–3,esBarcelona,,OAKA Spiros Louis,Gianluca Rocchi,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Rubin Kazanru,1–0,dkFC Copenhagen,,Centralniy Stadion,Martin Atkinson,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Rangerssct,0–1,engManchester Utd,,Ibrox Stadium,Massimo Busacca,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Tottenhameng,3–0,deWerder Bremen,,White Hart Lane,Olegário Benquerença,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Interit,1–0,nlTwente,,Stadio Giuseppe Meazza,Stéphane Lannoy,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Hapoel Tel Avivil,3–0,ptBenfica,,Bloomfield,Alain Hamer,Match Report,
2010-2011,Group stage,5,Wed,2010-11-24,,Schalke 04de,3–0,frLyon,,Arena AufSchalke,Nicola Rizzoli,Match Report,
2010-2011,,,,,,,,,,,,,
2010-2011,Group stage,6,Tue,2010-12-07,,Benficapt,1–2,deSchalke 04,,Estádio do Sport Lisboa e Benfica,Howard Webb,Match Report,
2010-2011,Group stage,6,Tue,2010-12-07,,Twentenl,3–3,engTottenham,,FC Twente Stadion,Velasco Carballo,Match Report,
2010-2011,Group stage,6,Tue,2010-12-07,,Manchester Utdeng,1–1,esValencia,,Old Trafford,Pedro Proença,Match Report,
2010-2011,Group stage,6,Tue,2010-12-07,,FC Copenhagendk,3–1,grPanathinaikos,,FC København Stadium,Florian Meyer,Match Report,
2010-2011,Group stage,6,Tue,2010-12-07,,Barcelonaes,2–0,ruRubin Kazan,,Camp Nou,Jonas Eriksson,Match Report,
2010-2011,Group stage,6,Tue,2010-12-07,,Werder Bremende,3–0,itInter,,Weserstadion,Cüneyt Çakır,Match Report,
2010-2011,Group stage,6,Tue,2010-12-07,,Bursasportr,1–1,sctRangers,,Bursa Atatürk,Tony Chapron,Match Report,
2010-2011,Group stage,6,Tue,2010-12-07,,Lyonfr,2–2,ilHapoel Tel Aviv,,Stade de Gerland,Svein Oddvar Moen,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,Shakhtarua,2–0,ptBraga,,Donbass Arena,Felix Brych,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,Marseillefr,1–0,engChelsea,,Stade Vélodrome,Vladislav Bezborodov,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,MŠK Žilinask,1–2,ruSpartak Moscow,,Štadión MŠK Žilina,Kevin Blom,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,CFR Clujro,1–1,itRoma,,Stadionul Dr. Constantin Rădulescu,William Collum,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,Milanit,0–2,nlAjax,,Stadio Giuseppe Meazza,Claus Bo Larsen,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,Arsenaleng,3–1,rsPartizan,,Arsenal Stadium,Paolo Tagliavento,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,Bayern Munichde,3–0,chBasel,,Fußball Arena München,Martin Hansson,Match Report,
2010-2011,Group stage,6,Wed,2010-12-08,,Real Madrides,4–0,frAuxerre,,Estadio Santiago Bernabéu,Serge Gumienny,Match Report,
2010-2011,,,,,,,,,,,,,
2010-2011,Round of 16,,Tue,2011-02-15,,Valenciaes,1–1,deSchalke 04,,Estadi de Mestalla,Aleksei Nikolaev,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Tue,2011-02-15,,Milanit,0–1,engTottenham,,Stadio Giuseppe Meazza,Stéphane Lannoy,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Wed,2011-02-16,,Arsenaleng,2–1,esBarcelona,,Arsenal Stadium,Nicola Rizzoli,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Wed,2011-02-16,,Romait,2–3,uaShakhtar,,Stadio Olimpico,Olegário Benquerença,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Tue,2011-02-22,,FC Copenhagendk,0–2,engChelsea,,Telia Parken,Björn Kuipers,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Tue,2011-02-22,,Lyonfr,1–1,esReal Madrid,,Stade de Gerland,Wolfgang Stark,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Wed,2011-02-23,,Marseillefr,0–0,engManchester Utd,,Stade Vélodrome,Felix Brych,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Wed,2011-02-23,,Interit,0–1,deBayern Munich,,Stadio Giuseppe Meazza,Viktor Kassai,Match Report,Leg 1 of 2
2010-2011,Round of 16,,Tue,2011-03-08,,Shakhtarua,3–0,itRoma,,Donbass Arena,Howard Webb,Match Report,Leg 2 of 2; Shakhtar won
2010-2011,Round of 16,,Tue,2011-03-08,,Barcelonaes,3–1,engArsenal,,Camp Nou,Massimo Busacca,Match Report,Leg 2 of 2; Barcelona won
2010-2011,Round of 16,,Wed,2011-03-09,,Tottenhameng,0–0,itMilan,,White Hart Lane,Frank de Bleeckere,Match Report,Leg 2 of 2; Tottenham won
2010-2011,Round of 16,,Wed,2011-03-09,,Schalke 04de,3–1,esValencia,,Arena AufSchalke,Jonas Eriksson,Match Report,Leg 2 of 2; Schalke 04 won
2010-2011,Round of 16,,Tue,2011-03-15,,Bayern Munichde,2–3,itInter,,Fußball Arena München,Pedro Proença,Match Report,Leg 2 of 2; Inter won
2010-2011,Round of 16,,Tue,2011-03-15,,Manchester Utdeng,2–1,frMarseille,,Old Trafford,Velasco Carballo,Match Report,Leg 2 of 2; Manchester Utd won
2010-2011,Round of 16,,Wed,2011-03-16,,Chelseaeng,0–0,dkFC Copenhagen,,Stamford Bridge,Svein Oddvar Moen,Match Report,Leg 2 of 2; Chelsea won
2010-2011,Round of 16,,Wed,2011-03-16,,Real Madrides,3–0,frLyon,,Estadio Santiago Bernabéu,Damir Skomina,Match Report,Leg 2 of 2; Real Madrid won
2010-2011,Quarter-finals,,Tue,2011-04-05,,Interit,2–5,deSchalke 04,,Stadio Giuseppe Meazza,Martin Atkinson,Match Report,Leg 1 of 2
2010-2011,Quarter-finals,,Tue,2011-04-05,,Real Madrides,4–0,engTottenham,,Estadio Santiago Bernabéu,Felix Brych,Match Report,Leg 1 of 2
2010-2011,Quarter-finals,,Wed,2011-04-06,,Chelseaeng,0–1,engManchester Utd,,Stamford Bridge,Undiano Mallenco,Match Report,Leg 1 of 2
2010-2011,Quarter-finals,,Wed,2011-04-06,,Barcelonaes,5–1,uaShakhtar,,Camp Nou,Craig Thomson,Match Report,Leg 1 of 2
2010-2011,Quarter-finals,,Tue,2011-04-12,,Shakhtarua,0–1,esBarcelona,,Donbass Arena,Florian Meyer,Match Report,Leg 2 of 2; Barcelona won
2010-2011,Quarter-finals,,Tue,2011-04-12,,Manchester Utdeng,2–1,engChelsea,,Old Trafford,Olegário Benquerença,Match Report,Leg 2 of 2; Manchester Utd won
2010-2011,Quarter-finals,,Wed,2011-04-13,,Tottenhameng,0–1,esReal Madrid,,White Hart Lane,Nicola Rizzoli,Match Report,Leg 2 of 2; Real Madrid won
2010-2011,Quarter-finals,,Wed,2011-04-13,,Schalke 04de,2–1,itInter,,Arena AufSchalke,Damir Skomina,Match Report,Leg 2 of 2; Schalke 04 won
2010-2011,Semi-finals,,Tue,2011-04-26,,Schalke 04de,0–2,engManchester Utd,,Arena AufSchalke,Velasco Carballo,Match Report,Leg 1 of 2
2010-2011,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2010-2011,Semi-finals,,Wed,2011-04-27,,Real Madrides,0–2,esBarcelona,,Estadio Santiago Bernabéu,Wolfgang Stark,Match Report,Leg 1 of 2
2010-2011,Semi-finals,,Tue,2011-05-03,,Barcelonaes,1–1,esReal Madrid,,Camp Nou,Frank de Bleeckere,Match Report,Leg 2 of 2; Barcelona won
2010-2011,Semi-finals,,Wed,2011-05-04,,Manchester Utdeng,4–1,deSchalke 04,,Old Trafford,Pedro Proença,Match Report,Leg 2 of 2; Manchester Utd won
2010-2011,Final,,Sat,2011-05-28,,Barcelonaes,3–1,engManchester Utd,,Wembley Stadium (Neutral Site),Viktor Kassai,Match Report,
Temporada,Round,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
2009-2010,Group stage,1,Tue,2009-09-15,,Zürichch,2–5,esReal Madrid,,Stadion Letzigrund,Martin Atkinson,Match Report,
2009-2010,Group stage,1,Tue,2009-09-15,,Marseillefr,1–2,itMilan,,Stade Vélodrome,Claus Bo Larsen,Match Report,
2009-2010,Group stage,1,Tue,2009-09-15,,Wolfsburgde,3–1,ruCSKA Moscow,,VfL Wolfsburg Arena,Stéphane Lannoy,Match Report,
2009-2010,Group stage,1,Tue,2009-09-15,,Beşiktaştr,0–1,engManchester Utd,,BJK İnönü Stadyumu,Nicola Rizzoli,Match Report,
2009-2010,Group stage,1,Tue,2009-09-15,,Juventusit,1–1,frBordeaux,,Stadio Olimpico,Tom Henning Øvrebø,Match Report,
2009-2010,Group stage,1,Tue,2009-09-15,,Maccabi Haifail,0–3,deBayern Munich,,Itztadion Ramat Gan,Damir Skomina,Match Report,
2009-2010,Group stage,1,Tue,2009-09-15,,Atlético Madrides,0–0,cyAPOEL FC,,Estadio Vicente Calderón,Craig Thomson,Match Report,
2009-2010,Group stage,1,Tue,2009-09-15,,Chelseaeng,1–0,ptPorto,,Stamford Bridge,Konrad Plautz,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Dynamo Kyivua,3–1,ruRubin Kazan,,Stadion Dynamo im. Valeriy Lobanovskiy,Alain Hamer,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Olympiacosgr,1–0,nlAZ Alkmaar,,Stadio Georgios Karaiskakis,Viktor Kassai,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Standard Liègebe,2–3,engArsenal,,Stade Maurice Dufrasne,Iturralde González,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Lyonfr,1–0,itFiorentina,,Stade de Gerland,Pieter Vink,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Stuttgartde,1–1,sctRangers,,VfB Arena,Massimo Busacca,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Interit,0–0,esBarcelona,,Stadio Giuseppe Meazza,Wolfgang Stark,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Sevillaes,2–0,roUnirea Urziceni,,Estadio Ramón Sánchez Pizjuán,Matteo Trefoloni,Match Report,
2009-2010,Group stage,1,Wed,2009-09-16,,Liverpooleng,1–0,huDebrecen,,Anfield,Pedro Proença,Match Report,
2009-2010,,,,,,,,,,,,,
2009-2010,Group stage,2,Tue,2009-09-29,,AZ Alkmaarnl,1–1,beStandard Liège,,AZ Stadion,Wolfgang Stark,Match Report,
2009-2010,Group stage,2,Tue,2009-09-29,,Unirea Urziceniro,1–1,deStuttgart,,Stadionul Steaua,Laurent Duhamel,Match Report,
2009-2010,Group stage,2,Tue,2009-09-29,,Debrecenhu,0–4,frLyon,,Ferenc Puskás,Tom Henning Øvrebø,Match Report,
2009-2010,Group stage,2,Tue,2009-09-29,,Arsenaleng,2–0,grOlympiacos,,Arsenal Stadium,Stéphane Lannoy,Match Report,
2009-2010,Group stage,2,Tue,2009-09-29,,Rangerssct,1–4,esSevilla,,Ibrox Stadium,Jonas Eriksson,Match Report,
2009-2010,Group stage,2,Tue,2009-09-29,,Rubin Kazanru,1–1,itInter,,Centralniy Stadion,Terje Hauge,Match Report,
2009-2010,Group stage,2,Tue,2009-09-29,,Barcelonaes,2–0,uaDynamo Kyiv,,Camp Nou,Björn Kuipers,Match Report,
